   -0.0104237384    -0.0004547295    -0.0010805036
    0.0031469079    -0.0044893192    -0.0088477887
    0.0116031371     0.0053995728     0.0034731543
   -0.0018180644    -0.0008592306    -0.0119743196
    0.0020220936    -0.0095530771     0.0084634247
   -0.0000863278    -0.0075849145     0.0083954290
    0.0060698767    -0.0125609335     0.0015071032
    0.0070868204    -0.0074368231     0.0100814334
   -0.0005461874    -0.0042480987     0.0092232194
   -0.0006027228     0.0005561563     0.0130387061
    0.0110931382     0.0037971176    -0.0049038632
    0.0000566020     0.0115515456    -0.0043029417
    0.0000500444    -0.0068119721     0.0084194075
   -0.0032193222    -0.0126262068     0.0046527284
   -0.0088922044    -0.0018378711     0.0034480802
   -0.0046143850     0.0054073143    -0.0119500536
   -0.0068013289     0.0009381117     0.0061787092
   -0.0075010367    -0.0037947665     0.0040112371
    0.0001760687    -0.0063370762     0.0085646105
   -0.0092119088    -0.0011193430     0.0032256279
    0.0029390745    -0.0136168963     0.0006689448
    0.0008262801    -0.0106684178     0.0073069686
   -0.0056041846     0.0079133087     0.0086425080
    0.0033033422    -0.0041456478    -0.0090965388
    0.0062214396     0.0090977549    -0.0074238207
    0.0103841106    -0.0087748497     0.0061156365
    0.0064424635    -0.0016701073     0.0114338430
    0.0040865353    -0.0080574300    -0.0086098993
   -0.0095227141    -0.0038124184    -0.0025726791
    0.0107059194     0.0012364220    -0.0066245857
   -0.0043301244    -0.0023666211     0.0077839004
    0.0001864422     0.0122629609    -0.0033889786
   -0.0020629632    -0.0032735581    -0.0117705998
   -0.0035772309    -0.0078464884     0.0065321807
   -0.0025052064     0.0004467516     0.0101091190
    0.0080826999     0.0015875751    -0.0096239150
   -0.0010051565    -0.0038491514     0.0097228278
   -0.0088291951     0.0035144208     0.0024500306
   -0.0019497574     0.0065622254    -0.0111226940
   -0.0105096637     0.0077779356     0.0000006007
   -0.0076327720     0.0095489489    -0.0057824227
   -0.0097641043     0.0042968010    -0.0028328298
    0.0026052652    -0.0026326717    -0.0114828391
    0.0071763682     0.0126685217     0.0015116578
   -0.0020116569    -0.0070030524    -0.0111994550
   -0.0011639406    -0.0012956370    -0.0120718243
   -0.0060603539    -0.0027377171     0.0063871765
    0.0027002871     0.0118271882    -0.0040705950
    0.0091046959     0.0096629115     0.0031331422
    0.0041927826    -0.0091974653    -0.0080061692
   -0.0034998263     0.0022543396    -0.0122368820
    0.0053897392    -0.0114373945     0.0057147234
   -0.0013321729     0.0095453666    -0.0081306053
   -0.0107790849     0.0056731004    -0.0037201651
   -0.0101238264     0.0033883723    -0.0042519169
    0.0121746378     0.0057129189    -0.0004094322
   -0.0017571573     0.0118645889     0.0039929559
    0.0082254150     0.0109670426     0.0023269913
   -0.0021535244     0.0116556072     0.0045346618
   -0.0065057841    -0.0009515651     0.0061415480
    0.0034130891     0.0121689414     0.0050934288
    0.0027361888     0.0053616024     0.0117731639
   -0.0097705276    -0.0030494437    -0.0031922947
   -0.0094449155    -0.0026504859    -0.0075966374
    0.0039672894     0.0056285734    -0.0108351735
    0.0128758346     0.0023533112    -0.0027338511
    0.0078154168    -0.0113991481     0.0036016380
   -0.0030663105    -0.0015273399     0.0086713378
    0.0095007662     0.0068672963     0.0058912937
    0.0030447098    -0.0044115669    -0.0089041331
   -0.0104027354     0.0075526872    -0.0011223406
   -0.0003643599    -0.0043938568     0.0088574634
    0.0075992187    -0.0018807680     0.0103595770
   -0.0086199897    -0.0115613614     0.0025590775
    0.0122362239    -0.0085808456    -0.0010458032
    0.0000257579    -0.0080692137     0.0088585013
   -0.0088829238    -0.0087321104    -0.0034324771
    0.0001529310    -0.0006271453    -0.0128025199
   -0.0099471715     0.0038536856    -0.0035552610
    0.0038397788     0.0033308101    -0.0121366731
   -0.0065118732     0.0019339989    -0.0103223299
   -0.0043607764     0.0006838569    -0.0118381888
   -0.0015570075     0.0069013896     0.0122023801
    0.0088182291    -0.0007946090     0.0094583392
    0.0080037055     0.0097772127     0.0041120878
   -0.0099167635     0.0038271507    -0.0068068197
    0.0106308201    -0.0036877069    -0.0082702717
   -0.0049340237     0.0115761924     0.0000114234
   -0.0017923605     0.0057236517     0.0109091975
   -0.0048740814    -0.0058523852    -0.0102264085
   -0.0081692116     0.0100227739    -0.0049535208
   -0.0091993064     0.0066822806    -0.0061699869
    0.0027047565    -0.0126247879     0.0041994735
   -0.0090349967    -0.0023206151     0.0029298799
   -0.0018458662     0.0109989063     0.0062958482
    0.0081107059    -0.0073758316     0.0099590256
    0.0006670169    -0.0006765602     0.0127763495
    0.0019236672     0.0120458341    -0.0043677988
   -0.0099401753     0.0026973449     0.0001570626
   -0.0005460793    -0.0046004403     0.0089999548
   -0.0076972280    -0.0066780420     0.0013434277
   -0.0096407585     0.0099011065    -0.0020517677
   -0.0003686140    -0.0035457778     0.0089015696
    0.0081719079     0.0071901806     0.0070332239
   -0.0018473314     0.0058631256     0.0121323771
    0.0050781814    -0.0113968064    -0.0052042424
    0.0004489103    -0.0044583220     0.0124004369
    0.0082253388    -0.0033234560     0.0098695869
   -0.0062771207    -0.0006095781     0.0062898307
    0.0003528076    -0.0085861687     0.0086044304
   -0.0059086221    -0.0015892153     0.0064404887
    0.0130636854     0.0007171334     0.0000114263
   -0.0030612817    -0.0001937682     0.0094585927
    0.0041435624     0.0126532283     0.0000082910
   -0.0068232884     0.0013503452     0.0063261622
    0.0049653924     0.0001909074    -0.0119904750
    0.0057687302     0.0057658254    -0.0103653993
    0.0025277697    -0.0025996177    -0.0113890534
   -0.0103276018    -0.0007331101    -0.0056537333
   -0.0095741070     0.0087851392     0.0021841168
   -0.0081977365     0.0087529208     0.0053769637
   -0.0026027824     0.0031334483     0.0134314688
   -0.0030309215     0.0002512050    -0.0120226581
   -0.0019772035    -0.0060941523     0.0081612583
   -0.0041691342    -0.0091065055     0.0055315666
   -0.0067004653    -0.0115358557     0.0048435308
   -0.0013273614     0.0072230158     0.0108423945
   -0.0055894659     0.0011505749     0.0078993282
   -0.0034414512     0.0100617694     0.0062723898
   -0.0070608910    -0.0034079773     0.0050449625
   -0.0076444229     0.0082066202    -0.0080295224
    0.0025908458     0.0013006030    -0.0128200619
   -0.0014736028    -0.0016599820     0.0118416997
    0.0038992244     0.0030309847    -0.0125246761
    0.0122541201    -0.0011996193    -0.0043963730
    0.0075160946     0.0128004771     0.0023090252
    0.0066049060    -0.0091532945     0.0083463892
    0.0093852654    -0.0015674432    -0.0090507012
   -0.0044407787    -0.0074617466     0.0060509026
    0.0127493188    -0.0049569651     0.0027549210
   -0.0106010965     0.0080364910     0.0022302681
    0.0052226361    -0.0011198711    -0.0118048030
   -0.0039052957    -0.0017496717    -0.0113525554
   -0.0105383653     0.0073636725    -0.0002043870
   -0.0099966624     0.0028763629    -0.0020355759
   -0.0094642358     0.0054207859    -0.0014008505
    0.0013195009    -0.0031940221    -0.0122076982
   -0.0034734172    -0.0118837213    -0.0071238997
    0.0005162731     0.0094871456     0.0103391184
   -0.0041059177    -0.0028417456     0.0078885892
   -0.0094702274    -0.0076698740    -0.0005881308
    0.0017171905     0.0085393944    -0.0090248854
   -0.0006901065    -0.0041484078     0.0122452791
    0.0096239376     0.0086896901    -0.0009960992
   -0.0029417177     0.0012185263    -0.0122728220
   -0.0083670226    -0.0089120681    -0.0044954602
   -0.0056132362     0.0088565636    -0.0076752189
   -0.0042769223     0.0114951206    -0.0023728646
   -0.0070559059    -0.0039028645     0.0047248011
   -0.0021753647     0.0037665388     0.0121874138
   -0.0057176028     0.0022047426     0.0080340104
   -0.0032749657     0.0096270222    -0.0075565475
    0.0023142856    -0.0036752049    -0.0077392557
    0.0004870086     0.0032807311    -0.0126816174
   -0.0048718900     0.0096087453     0.0064634951
    0.0037880742    -0.0103064933    -0.0074866236
   -0.0006388258    -0.0046964769     0.0083255835
    0.0003434785    -0.0081431800     0.0087528950
    0.0003053505     0.0078735396    -0.0100073499
