 -5.369176 -0.45732036 -0.2968455
 1.5073416 -3.1067653 -2.7677617
 6.1147633 1.9321499 1.2059405
 -1.0200002 -0.7734981 -3.7040684
 3.2690578 -3.7622185 1.8220134
 1.8969824 -3.740817 1.6641365
 4.088862 -4.242219 0.403926
 4.5591187 -2.6198187 2.0079567
 0.38999498 -1.3377653 2.5264559
 2.436317 1.1366508 3.4608598
 6.072068 1.8803828 -1.2733111
 0.9573684 4.656351 -1.6345747
 1.5710522 -3.6925652 1.7272303
 -0.2620837 -4.7254043 0.50901526
 -5.233223 -0.96132034 1.2528478
 -0.7314622 2.366751 -3.1646702
 -3.8686757 0.34140074 2.6859972
 -4.5712357 -1.8541204 1.5721059
 0.8403976 -3.6461651 1.8502011
 -5.318746 -0.69732034 1.1561335
 2.8386507 -4.4246187 0.09203613
 2.583634 -4.0502186 1.3385899
 -1.2545942 3.2133267 2.3115993
 3.683767 -2.2444172 -2.3906198
 4.3727703 3.2483828 -1.8880571
 5.090827 -2.9222188 1.2638938
 4.7715626 -0.039850026 2.932565
 1.9518107 -3.8955653 -1.909761
 -4.7595415 -1.5373204 -0.90196574
 5.949773 1.0883827 -1.6156564
 -2.5949647 -1.7816252 3.3868232
 1.1285485 4.670751 -1.1635233
 -1.1897713 -1.728698 -3.685013
 -1.8037701 -3.629625 2.2062402
 -1.2327137 0.710859 3.6817946
 5.1182423 1.3763827 -2.5067444
 0.15895158 -1.1201992 2.4827857
 -4.9818273 0.9490795 0.85169625
 0.10745976 3.0963511 -3.386732
 -2.8800821 2.298843 -0.44865197
 -1.4851284 3.245151 -1.936962
 -4.3716316 1.0642796 -0.9877237
 0.60769516 -0.9665653 -3.072326
 3.636448 3.9033535 0.5492299
 -0.98324746 -2.7462983 -3.1069636
 -0.8233395 -0.9366981 -3.6834474
 -3.4606576 -1.906425 2.8493829
 2.285085 4.541754 -0.9799421
 5.053323 3.1430507 1.1559538
 2.2140656 -3.9709651 -1.5969409
 -1.1240888 1.146843 -3.4546523
 4.0355864 -4.0022187 1.2243994
 0.35264388 4.051551 -2.8203316
 -3.4889128 1.5836431 -1.4277408
 -4.250473 0.7378796 -1.3620108
 6.1515236 2.0829499 0.08705191
 0.813855 4.6617537 1.102032
 4.616949 3.4053497 0.8620025
 0.52015495 4.5202866 1.2259363
 -4.080057 -0.69099927 2.6463523
 2.7209246 4.4073534 1.3882122
 3.465692 2.3798509 3.4706082
 -4.7836704 -1.2733203 -1.063656
 -3.400867 -1.4166981 -2.6808846
 2.1821496 2.683551 -2.930632
 6.4777603 0.9240906 -0.28955147
 4.5503516 -3.8774185 0.82602406
 -1.7678156 -0.46994096 3.6550741
 5.395383 2.5910506 2.041238
 3.5051842 -2.563417 -2.3533843
 -3.04744 2.236443 -0.78845954
 -0.5844538 -2.487225 2.908429
 5.301734 -0.36710936 2.7484
 -1.5480334 -3.7942042 0.11119407
 5.3965516 -2.8982186 0.050128344
 0.6913353 -3.9478042 1.5621612
 -2.7937663 -3.1014981 -1.5661004
 -0.080946386 0.012065321 -3.293507
 -4.328264 0.90107965 -1.181995
 2.148767 1.9923509 -2.9628448
 -2.3644395 0.74364305 -3.279646
 -1.6795428 0.041065365 -3.4479904
 1.8008938 2.6745534 2.646379
 5.667043 -0.040709376 2.5983908
 4.7748337 3.3446505 1.5305853
 -3.336372 1.194843 -2.2816448
 5.54762 -1.1255093 -1.2486528
 -0.78916276 4.4229264 -0.010131672
 0.14409007 2.7093267 2.8251243
 -1.9564817 -2.458298 -3.3030696
 -1.6074386 3.144351 -1.6612046
 -2.8438854 2.150043 -2.148723
 3.12435 -4.352618 0.8110029
 -5.255962 -1.1245203 1.0578246
 0.7137236 4.296953 1.6411203
 4.7306833 -2.4566188 1.9111793
 2.864656 0.7718507 3.5613558
 1.8305168 4.5033536 -1.1735196
 -5.237234 0.56027967 0.07363312
 2.370594 -1.797817 2.875426
 -3.3491592 -3.2360249 0.47047794
 -2.1873639 2.826843 -0.84953797
 -0.43902308 -2.060025 2.986783
 5.022646 2.7926507 2.437425
 1.4560837 2.4844866 2.6471214
 3.7126138 -4.131819 -0.90050286
 2.991536 -0.78225017 2.7891026
 5.4541583 -0.8951093 2.5178733
 -3.911382 -0.49379927 2.8163333
 0.94249356 -4.0486045 1.4513519
 -3.6393223 -1.1317992 2.944331
 6.8056307 0.2712906 0.41302472
 -1.6167834 0.38445905 3.7726367
 2.8585744 4.6569533 0.19453317
 -3.6298103 0.6628591 2.8392477
 3.89846 0.9731828 -2.8209805
 4.2648807 2.4563828 -2.5699055
 0.69339097 -0.8542042 -3.0689404
 -4.2217145 -0.54372036 -1.7224779
 -2.2283309 3.227727 0.6597623
 -1.9029002 3.3525267 1.517437
 1.6194843 1.7030507 2.772396
 -1.2979398 -0.18309817 -3.5598373
 -1.3550342 -3.1400251 2.7963624
 -1.689968 -3.831225 1.6151385
 -1.2223629 -3.9958043 0.56774247
 1.3637406 3.0393534 2.5902545
 -2.8345623 0.787659 3.4675689
 -0.48438147 4.130127 1.8412148
 -4.052862 -1.9205993 2.1103635
 -1.9216974 2.5532432 -2.3918371
 1.4634612 1.5267509 -3.253057
 0.22650585 0.37005904 2.7204096
 2.2711728 1.8291509 -2.8081207
 6.504622 -0.2951094 -0.61251605
 3.7012422 3.7401536 0.7343778
 4.415457 -3.3110187 1.7516004
 5.3298073 0.00074997544 -1.8238957
 -2.1989796 -3.5912251 2.2237222
 6.372759 -1.3367094 0.9496147
 -2.3896909 2.8005266 0.5988157
 3.967946 0.5459827 -2.7024837
 -1.7761841 -1.2390981 -3.7365983
 -3.070733 2.135643 -0.5326306
 -4.985914 0.59867966 -0.64449763
 -4.1051483 1.4914796 -0.64263576
 -0.11984959 -1.589498 -3.341302
 -0.41391277 -4.4326043 -1.793015
 2.2274876 3.4281535 2.4240856
 -2.4658182 -2.0456252 3.3761683
